;;;;;;;
;S;COSTI DELLA SICUREZZA;;;;;
;;;;;;;
;;;;;;;
;;Premesse generali:;;;;;
;;Tale Parte della Tariffa è redatta in attuazione dell’art. 100 e dell’allegato XV del D. Lgs. n. 81/08 e successive modifiche, al fine di supportare l’attività del Coordinatore per la progettazione e del Committente nella stima dei costi della sicurezza. Essa dovrà essere redatta in forma analitica, per voci singole, a corpo o a misura secondo quanto definito dalla Tariffa per ogni singola voce di costo, computando solo le voci espressamente previste nel PSC.;;;;;
;;I costi della sicurezza così individuati, saranno compresi nell'importo totale dei lavori, e individueranno la parte del costo dell'opera da non assoggettare a ribasso nelle offerte delle imprese esecutrici. ;;;;;
;;Le singole voci dei costi della sicurezza sono state calcolate considerando il loro costo di utilizzo che comprende il nolo e, quando applicabile, la posa in opera e il successivo smontaggio, l'eventuale manutenzione e l'ammortamento.;;;;;
;;Nel caso in cui il prezzo di riferimento non sia applicabile o non disponibile, il Coordinatore per la progettazione o il Committente farà riferimento ad una propria analisi di costo completa, secondo gli stessi criteri e desunta da indagini di mercato. ;;;;;
;;Per le opere rientranti nel campo di applicazione del D. Lgs. 50/2016, e successive modifiche, e per le quali non è prevista la redazione del PSC ai sensi del D. Lgs. n. 81/08, titolo IV, capo I, le amministrazioni appaltanti hanno in ogni caso l’obbligo di stimare i costi della sicurezza per tutta la durata delle lavorazioni previste nel cantiere.;;;;;
;;Eventuali proposte di integrazione al PSC presentate dall’impresa ed accettate dal coordinatore per l’esecuzione, in quanto ritenute migliorative della sicurezza nel cantiere, non possono in nessun caso giustificare modifiche o adeguamento dei prezzi pattuiti.;;;;;
;;Per la stima dei costi della sicurezza relativi a lavori che si rendono necessari a causa di varianti in corso d'opera previste dall'articolo 106 e 149 del D. Lgs. 50/2016 e successive modifiche, o dovuti alle variazioni previste dagli articoli 1659, 1660, 1661 e 1664, secondo comma, del codice civile, si applicano le stesse disposizioni di cui sopra. I costi della sicurezza così individuati, sono compresi nell'importo totale della variante, e individuano la parte del costo dell'opera da non assoggettare a ribasso.;;;;;
;;L'importo relativo ai costi della sicurezza previsti sarà liquidato dal Direttore dei Lavori in base allo stato di avanzamento lavori, previa approvazione da parte del Coordinatore per l'esecuzione dei lavori quando previsto. ;;;;;
;;In relazione ai lavori affidati in subappalto, ove gli apprestamenti, gli impianti e le altre attività di cui al punto 4 dell’allegato XV del D. Lgs.81/08 e successive modifiche siano effettuati dalle imprese esecutrici, l’impresa affidataria corrisponde a esse senza alcun ribasso i relativi costi della sicurezza.;;;;;
;;Non rientrano, chiaramente, nei costi della sicurezza gli oneri dell’impresa connessi agli adempimenti del Titolo I del D. Lgs n. 81/08 e s.m.i. quali la formazione e l’informazione dei lavoratori, la sorveglianza sanitaria, la redazione del POS, ecc. ;;;;;
;;;;;;;
;;;;;;;
S;01.01;APPRESTAMENTI PREVISTI NEL PIANO DI SICUREZZA E COORDINAMENTO;;;;;
;;;;;;;
;;Premesse:;;;;;
;;L’allegato XV del D. Lgs. 81/08 e successive modifiche, definisce in modo inequivocabile cosa debba definirsi per apprestamento fornendo sia la definizione del termine sia un elenco, indicativo e non esauriente, di cosa vada compreso nella voce “apprestamenti”.;;;;;
;;Allegato XV, punto 1.1.1. c);;;;;
;;Apprestamenti: le opere provvisionali necessarie ai fini della tutela della salute e della sicurezza dei lavoratori in cantiere.;;;;;
;;Allegato XV. 1;;;;;
;;ELENCO INDICATIVO E NON ESAURIENTE DEGLI ELEMENTI ESSENZIALI UTILI ALLA DEFINIZIONE DEI CONTENUTI DEL PSC DI CUI AL PUNTO 2.1.2;;;;;
;;"Gli apprestamenti comprendono: ponteggi; trabattelli; ponti su cavalletti; impalcati; parapetti; andatoie; passerelle; armature delle pareti degli scavi; gabinetti; locali per lavarsi; spogliatoi; refettori; locali di ricovero e di riposo; dormitori; camere di medicazione; infermerie; recinzioni di cantiere. ";;;;;
;;Tutti gli elementi facenti parte del suddetto elenco e tutti quelli che a essi possono essere equiparati vanno considerati come “costi della sicurezza” nella loro interezza, così come già chiarito nella Determinazione n. 4 del 2006 dell’Autorità per la Vigilanza sui Contratti Pubblici in merito allo stesso elenco contenuto nel D.P.R. 222/03. ;;;;;
;;Tale elenco, inoltre, poiché indicativo e non esauriente, può essere integrato dal Coordinatore per la progettazione o dal Committente con “altri apprestamenti” purché rispondenti alla definizione di “apprestamenti” sopra indicata.;;;;;
;;;;;;;
;;;;;;;
S;1.01.1.;Recinzioni e delimitazioni;;;;;
S;1.01.1.1;Recinzione di cantiere, eseguita con tubi da ponteggio infissi su plinti in magrone di calcestruzzo e lamiera ondulata o grecata. Compreso il fissaggio della lamiera metallica ai tubi, lo smontaggio e il ripristino dell'area interessata dalla recinzione.;;;;;
S;1.01.1.1.a;Montaggio, smontaggio e nolo primo mese o frazione.;m²;€ 9,27;;;
S;1.01.1.1.b;Nolo per ogni mese successivo o frazione.;m²;€ 3,63;;;
;;;;;;;
S;1.01.1.2;Recinzione di cantiere, eseguita con pali di legno infissi nel terreno e tavole trasversali inchiodate di spessore cm 2,5. Compreso il fissaggio delle tavole ai pali, lo smontaggio e il ripristino dell'area interessata dalla recinzione.;;;;;
S;1.01.1.2.a;Montaggio, smontaggio e nolo primo mese o frazione.;m²;€ 7,53;;;
S;1.01.1.2.b;Nolo per ogni mese successivo o frazione.;m²;€ 1,62;;;
;;;;;;;
S;1.01.1.3;Recinzione di cantiere, eseguita con tubi metallici infissi nel terreno e rete metallica elettrosaldata. Compreso il fissaggio della rete ai tubi, lo smontaggio e il ripristino dell'area interessata dalla recinzione.;;;;;
S;1.01.1.3.a;Montaggio, smontaggio e nolo primo mese o frazione.;m²;€ 7,45;;;
S;1.01.1.3.b;Nolo per ogni mese successivo o frazione.;m²;€ 4,01;;;
;;;;;;;
S;1.01.1.4;Recinzione di cantiere costituita da pannelli ciechi in acciaio zincato inseriti su montanti metallici sagomati fissati su barriera New Jersey, campate modulari dei pannelli cm 200 x 100 h, dimensione new jersey cm 60 x 200 x 100 h.;;;;;
S;1.01.1.4.a;Montaggio, smontaggio e nolo primo mese o frazione.;m;€ 29,70;;;
S;1.01.1.4.b;Nolo per ogni mese successivo o frazione.;m;€ 3,91;;;
;;;;;;;
S;1.01.1.5;Recinzione di cantiere realizzata con pannelli ciechi in acciaio zincato inseriti su montanti metallici sagomati infissi nel terreno, campate modulari dei pannelli cm 200 x 100 h. ;;;;;
S;1.01.1.5.a;Montaggio, smontaggio e nolo primo mese o frazione.;m;€ 10,12;;;
S;1.01.1.5.b;Nolo per ogni mese successivo o frazione.;m;€ 1,68;;;
;;;;;;;
S;1.01.1.6;Recinzione di cantiere realizzata con lastre prefabbricate in cemento armato colato inserite su montanti in cemento infissi nel terreno cm 15 × 18 x 210 h,  dimensione delle lastre cm 200 x 5 x 50 h per la messa in opera fino a m 2 di altezza.;;;;;
S;1.01.1.6.a;Montaggio, smontaggio e nolo primo mese o frazione.;m;€ 23,70;;;
S;1.01.1.6.b;Nolo per ogni mese successivo o frazione.;m;€ 1,07;;;
;;;;;;;
S;1.01.1.7;Recinzione mobile prefabbricata costituita da pannelli metallici di rete elettrosaldata arancione tipo Orsogril  da disporre su basi in cemento o pvc (dimensioni circa cm 335 x 195 h). ;;;;;
S;1.01.1.7.a;Montaggio, smontaggio e nolo primo mese o frazione.;m;€ 8,44;;;
S;1.01.1.7.b;Nolo per ogni mese successivo o frazione.;m;€ 1,38;;;
S;1.01.1.7.c;Montaggi e smontaggi successivi al primo.;m;€ 5,69;;;
;;;;;;;
 S;1.01.1.8;Recinzione mobile prefabbricata da cantiere costituita da pannelli metallici di rete elettrosaldata tipo orsogril (dimensioni circa cm. 335 x 195 h) con cancelletto incernierato per accesso lavoratori, da disporre su basi in pvc. ;;;;;
 S;1.01.1.8.a;Montaggio, smontaggio e nolo primo mese o frazione.;m;€ 8,30;;;
 S;1.01.1.8.b;Nolo per ogni mese successivo o frazione.;m;€ 5,83;;;
 S;1.01.1.8.c;Montaggi e smontaggi successivi al primo.;m;€ 1,98;;;
;;;;;;;
S;1.01.1.9;Recinzione mobile prefabbricata costituita da pannelli metallici ciechi in lamiera zincata preverniciata da disporre su basi in cemento o pvc (dimensioni circa cm 210 x 200 h). ;2,46;;;;
S;1.01.1.9.a;Montaggio, smontaggio e nolo primo mese o frazione.;m;€ 3,82;;;
S;1.01.1.9.b;Nolo per ogni mese successivo o frazione.;m;€ 1,29;;;
S;1.01.1.9.c;Montaggi e smontaggi successivi al primo.;m;€ 2,03;;;
;;;;;;;
S;1.01.1.10;Basi in cemento per recinzione mobile prefabbricata. Nolo per ogni mese o frazione.;cad;€ 0,17;;;
;;;;;;;
S;1.01.1.11;Basi in PVC per recinzione mobile prefabbricata. Nolo per ogni mese o frazione.;cad;€ 0,24;;;
;;;;;;;
S;1.01.1.112;Rete di plastica stampata. Fornitura e posa in opera di rete di plastica stampata da applicare a recinzione di cantiere, compreso il fissaggio della rete alla recinzione.;;;;;
S;1.01.1.12.a;Montaggio, smontaggio e nolo primo mese o frazione.;m²;€ 2,47;;;
S;1.01.1.12.b;Nolo per ogni mese successivo o frazione.;m²;€ 0,07;;;
;;;;;;;
S;1.01.1.13;Recinzione mobile prefabbricata costituita da pannelli modulari singoli (cm 120 x 185 h) in plastica arancione su supporti in metallo disposti su basi in cemento per protezione e visibilità in zone critiche o posizioni disagevoli come spazi ridotti e trafficati, approvata dal Ministero delle Infrastrutture e dei Trasporti.;;;;;
S;1.01.1.13.a;Montaggio, smontaggio e nolo primo mese o frazione.;cad;€ 3,60;;;
S;1.01.1.13.b;Nolo per ogni mese successivo o frazione.;cad;€ 1,07;;;
S;1.01.1.13.c;Montaggi e smontaggi successivi al primo.;cad;€ 2,03;;;
;;;;;;;
S;1.01.1.14;Basi in cemento per recinzione mobile prefabbricata 1.01.1.12. Nolo per ogni mese o frazione.;cad;€ 0,44;;;
;;;;;;;
S;1.01.1.15;Cancello di cantiere a 1 o 2 battenti, realizzato con telaio in tubi da ponteggio controventati e chiusura con rete metallica elettrosaldata. ;;;;;
S;1.01.1.15.a;Montaggio, smontaggio e nolo primo mese o frazione.;m²;€ 9,34;;;
S;1.01.1.15.b;Nolo per ogni mese successivo o frazione.;m²;€ 5,22;;;
;;;;;;;
S;1.01.16;Cancello di cantiere a 1 o 2 battenti, realizzato con telaio in tubi da ponteggio controventati e chiusura totale con lamiera ondulata o grecata. ;;;;;
S;1.01.16.a;Montaggio, smontaggio e nolo primo mese o frazione.;m²;€ 10,33;;;
S;1.01.16.b;Nolo per ogni mese successivo o frazione.;m²;€ 6,14;;;
;;;;;;;
S;1.01.17;Cancello di cantiere a 1 o 2 battenti, realizzato con telaio di legno d'abete controventato e chiusura totale con tavole d'abete spessore minimo cm 2,5. ;;;;;
S;1.01.17.a;Montaggio, smontaggio e nolo primo mese o frazione.;m²;€ 14,85;;;
S;1.01.17.b;Nolo per ogni mese successivo o frazione.;m²;€ 1,41;;;
;;;;;;;
S;1.01.1.18;Cancello di cantiere a 2 battenti realizzato con pannelli ciechi in acciaio zincato, comprensivo di piantane laterali in tubolari zincati da murare a terra, campate da cm 200 x 200 h. ;;;;;
S;1.01.1.18.a;Montaggio, smontaggio e nolo primo mese o frazione.;m²;€ 26,22;;;
S;1.01.1.18.b;Nolo per ogni mese successivo o frazione.;m²;€ 6,44;;;
;;;;;;;
